name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;303;0;442;3079;1385;3079;1108;0
header;217;160;217;201;1858;201;1858;160
A;1028;225;1028;253;1049;253;1049;225
D;701;408;701;435;723;435;723;408
A;959;840;959;851;966;851;966;840
A;1012;879;1012;885;1019;885;1019;879
B;1036;898;1036;925;1056;925;1056;898
B;714;1142;714;1157;737;1157;737;1142
A;1151;1291;1151;1298;1157;1298;1157;1291
C;1046;1566;1046;1596;1068;1596;1068;1566
D;1057;2235;1057;2262;1080;2262;1080;2235
C;443;2670;443;2689;458;2689;458;2670
B;869;2886;869;2914;890;2914;890;2886
B;570;2887;570;2902;592;2902;592;2887
B;831;2888;831;2903;852;2903;852;2888
C;1080;2888;1080;2914;1096;2914;1096;2888
